"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"HSCI","8940","Seminar: History of Science and Technology in the Americas","Twin Cities","For advanced graduate students; topics in development of science and technology, emphasizing the United States and Canada.

prereq: instr consent","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"HSCI","8950","Seminar: Science and Technology in Cultural Settings","Twin Cities","For advanced graduate students; topics in development of science and technology in or across specific geographic regions or particular cultures.

prereq: instr consent","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"HSCI","8993","Directed Studies","Twin Cities","TBD

prereq: instr consent","1","5","Yes","15","15","OPT - Student Option","-","Every Fall, Spring & Summer"
"HSCI","8994","Directed Research","Twin Cities","TBD","1","5","Yes","15","15","OPT - Student Option","-","Every Fall & Spring"
"HSEM","2009H","Contemporary Art and Politics: From Marcel Duchamp to Ai Weiwei","Twin Cities","This course will discuss the subject matters and practices of major contemporary artists all over the world - including Marcel Duchamp, Joseph Beuys, Christo and Jeanne-Claude, Jeff Koons, Andy Warhol, Yoko Ono, Ilya Kabakov, Jasper Johns, Jean-Michel Basquiat, Ai Weiwei, Shirin Neshat, Marina Abramovic, Kara Walker, etc. ? whose creative work frequently intertwines with commentaries on contemporary politics. As a strategy of being, these contemporary artists seem to use art to engage their audiences in a dynamic dialogue concerning certain aspects of contemporary life. These and other artists want to interpret political reality in order to change it; that is, to bring about social and political transformation through aesthetic means. This course will provide an overview of the ideas, strategies, and work of the artists as a critical lens for viewing the changing cultural and political landscape of an increasingly technological and globalized world.

This course will take a comparative studies approach to the development of contemporary art in its historical, its social and political contexts, the increasing influence of the Western art in Asia, Africa, and other parts of the world, and the cross-cultural communication customs and protocols of international art practice and art criticism. Methodologically, this course first aims at integrating four major disciplinary approaches in discussing art history from post-WWII to the present day: historical studies, sociological studies, psychoanalytic studies and cultural studies. Such an integrated approach will provide a framework and a reference point for us to describe and understand contemporary art in certain historical and political contexts.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","2026V","The Watershed Workshops","Twin Cities","We are made of water; we are connected to each other by water. A watershed is a community of living beings held together by the water that flows through them. Here in Minnesota we are also part of the Mississippi watershed, the largest drainage basin in North America. In this class, we explore many ways of knowing water and we will experiment with ways of writing about ourselves, our relationships, and our communities. In this class you will learn how to write creatively in conversation with scientists, conservationists, cultural critics, and many other types of experts.

In this class you will also spend four days at Itasca Biological Station, which is located at the headwaters to the Mississippi. During our time at research station you will be able to immerse yourself in the unique natural environment and research happening there! ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Spring"
"HSEM","2043H","Finding the Corporate Soul: Corporate advocacy, social responsibility, and community engagement","Twin Cities","As the corporation has replaced government and the church as the dominant social institution in the industrialized world, the use of organizational advocacy as a means of persuasion has predictably increased. One reason for this increase is that stakeholders expect and demand corporations act in accordance with social and cultural norms. Advocacy messages provide organizations with a tool for promoting change, forming attitudes, and furthering dialogue about substantive issues. By engaging in advocacy, organizations enter into a public dialogue about issues that it views as significant in the realization of its goals and objectives.

This seminar seeks to answer questions such as: What contribution does organizational advocacy make to public dialogue? How does corporate advocacy represent the goals and needs of the organization and society? What are the social implications of organizational advocacy? Our goal is to understand organizational advocacy beyond a single issue, campaign, or corporation. To achieve our goal, we will examine a variety of communication theories and international, national, and Minnesota-based campaigns.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","2053H","The Psychology of Paranormal Phenomena","Twin Cities","Research has shown that most Americans hold one or more supernatural, paranormal, or pseudoscientific beliefs. These include beliefs in mind reading, fortune telling, psychokinesis, remote viewing, therapeutic touch, out-of-body experiences, alien abduction, and cryptozoology (Bigfoot, the Loch Ness Monster, etc.). This course has two goals: The first is to introduce students to critical thinking and behavioral research methods. The second is to critically evaluate the evidence for a variety of supernatural, paranormal and pseudoscientific claims. Students will design and carry out their own experimental tests of these claims. The course will also include a guest lecture and demonstration by a local psychic. Reading per week: 40 Pages. Three written papers (3-5 pages each), one group presentation, and 4 quizzes. ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","2064H","Sex, Gender, and the Digital Body","Twin Cities","We perform gender throughout our online lives: Instagram selfies, dating profiles, and TikToks, are just a few genres in which we craft different identities according to the rules of the platform. This course examines both influencers and everyday social media users who use their gendered and sexual bodies to launch cultural trends and make political statements. Moving between US and international contexts, we see how dance challenges, feminist activists, fashion blogs, and misogynistic Reddits reimagine gender and sexuality online to build micro-cultures that are distinctly digital. ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2065H","Making Museums","Twin Cities","Museums are a significant, international growth industry. Where museums of the past sought simply to educate their visitors, today’s museums also promise to entertain, move, and provoke them, to express identities, unsettle certainties, question histories, and consolidate communities.  How do museums follow through on that promise? What techniques do curators use to shape visitor experience? And when do museums’ ambitions to create culture also court controversy? ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","2069H","Film as Art: Global Practices","Twin Cities","“Film as Art” offers a selective overview of the most influential Non-Anglo-American “film authors” in post WWII art film history: Federico Fellini, Luchinothe Visconti, Roberto Rossellini, Michelangelo Antonioni, Vittorio De Sica, Pier Paolo Pasolini, Bernardo Bertolucci, Giuseppe Tornatore (Italy); François Truffaut, Jean-Luc Godard, Alain Resnais, Claude Chabrol, Costa-Gavras (France); Ingmar Bergman (Sweden); Rainer Werner Fassbinder, Werner Herzog, Volker Schlöndorff, Wim Wenders (Germany); Andrei Tarkovsky (Russia); Luis Buñuel, Pedro Almodovar (Spain); Krzysztof Kieslowski (Poland); Theodoros Angelopoulos (Greece); Abbas Kiarostami (Iran); Yasujirō Ozu, Shindō Kaneto, Akira Kurosawa (Japan); and Hou Hsiao-hsien (Taiwan).

Throughout the course, we will learn the definitions of “art film” and “film author”, filmmaking as high art practice, major art film movements in the world: Italian New-Realism, French New Wave, New German Cinema, New Taiwanese Cinema, etc. and their influence on the American filmmaking. We will develop a historical appreciation of art film based on cinematic traditions contained within narrative, documentary, and experimental forms, and acquire a critical, technical, and aesthetic vocabulary relating to particular filmmakers. In particular, we will examine and evaluate the importance of genre and the legacy of individual “auteurs” throughout the history of post-war cinema. We will study the individuality of the filmmakers and their contribution to our understandings of politics, society, and human relationship.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Spring"
"HSEM","2073H","Radical Environmentalism in the United States","Twin Cities","Our current climate crisis calls for a rethinking of the way humans interact with the environment, but such efforts are not new.  This course examines how different groups of people understood and responded to environmental degradation in North America, from the l8th century through the 21st.  The focus will be on those who made urgent calls for a change in human behavior toward nature, from Indigenous peoples past and present to ecocentrist groups like Greenpeace and Earth First!  Topics include protests against ecological damage and loss, experiments in minimalism, the call for wilderness preservation and national parks, environmental racism and the environmental justice movement, and various forms of environmental activism.  Students will develop historically informed positions about an array of ecological experiments, activists, organizations, viewpoints that preceded and shaped current forms of environmentalism.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","2074H","Tabletop Philosophy","Twin Cities","Role-playing games are strange: Like a play, they ask you to inhabit the mind and spirit of another person. But, like a game, they also set goals and tasks for you. And, they are centered around the co-creation of a world and its story, like, well.. like nothing else. In this class, we’ll study role-playing games, not only as games, but also as ways of learning about ourselves and the world we (in fact!) inhabit. Along the way, we will play these games, with an eye toward answering our many questions.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Spring"
"HSEM","2081H","A Revolution in Art: Modernism in Mexico","Twin Cities","This is an instructor-led honors seminar abroad. Participating students must register for this course in Fall, as well as HSEM 2082H in Spring, which represents the time abroad in January.

This course provides an introduction to the development of modern art and architecture in Mexico from 1910 to 1968. We will study the major artists and works of art in a full range of media, including painting, sculpture, printmaking, photography, architecture, film, and literature. We will study the historical background and the broader context of modernity, considering aesthetic issues as well as historical and historiographical ones. We will focus on a set of linked topics: the relationship between Mexican modernism and modernism as an international movement incorporating such developments as cubism and surrealism; the relationship between fine art styles and popular and folk art traditions; the role in Mexican modernism of Mexican history and art history; nationalism, cultural nationalism, and the concern with national identity and “Mexicanism” in the wake of the Mexican Revolution; the relationship between art and politics.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2082H","A Revolution in Art: Modernism in Mexico—Trip Abroad","Twin Cities","This is the January abroad portion of instructor-led honors seminar abroad. Participating students must register for this course in spring, as well as HSEM 2081H in fall, which represents the seminar taught on the UMN campus.

This course provides an introduction to the development of modern art and architecture in Mexico from 1910 to 1968. We will study the major artists and works of art in a full range of media, including painting, sculpture, printmaking, photography, architecture, film, and literature. We will study the historical background and the broader context of modernity, considering aesthetic issues as well as historical and historiographical ones.  We will focus on a set of linked topics: the relationship between Mexican modernism and modernism as an international movement incorporating such developments as cubism and surrealism; the relationship between fine art styles and popular and folk art traditions; the role in Mexican modernism of Mexican history and art history; nationalism, cultural nationalism, and the concern with national identity and “Mexicanism” in the wake of the Mexican Revolution; the relationship between art and politics.","1","1","No","1","1","A-F - A-F Grade Basis","000571","Periodic Spring"
"HSEM","2204H","Making the Mississippi: Art and Engineering on the Great River","Twin Cities","The Mississippi River is a storied river; it is particularly critical to the story of Minnesota. It is one of the state and nation’s most recognizable geographic features. Home to the Falls of St. Anthony, the historic upper reach of riverboat navigation at St. Paul, and the ancestral and remaining home of the Dakota people, this stretch of the river was recognized as a unit of the National Park System in 1988 and its banks and depths hold the story of US colonization, expansion, war, and commerce. Its waters pass through the heart of the Minneapolis campus, affording the U of M a unique opportunity to serve as a lead voice on innovative, connective, publicly accessible scholarship; this class proposes explorations this semester that will concentrate on the complex set of issues around telling river stories. What stories are commonly told? By whom? Who is included, and who is excluded? Where and how are river stories told? What future(s) do river stories create?  ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2231H","How 'Green' is 'Green' Energy: Environmental Protection vs Sustainable Energy Initiatives","Twin Cities","Northern Minnesota has long been an area of interest for both its natural beauty and its mineral resources. Prior to colonization, it was home to the Anishinaabeg. Today, northern Minnesota is home to a diverse community and environment that includes Indigenous Nations, a thriving tourist industry, the Boundary Waters Canoe Area, and mining companies. Currently, there is intense debate around the establishment of new mines in northern Minnesota to exploit the metals necessary for the manufacturing of technology, specifically the metals needed to sustain green energy initiatives. This seminar will address the question ""How green is green energy"" by exploring the delicate balance among resource availability, societal energy needs, ethical land management, and ultimately climate change and long-term sustainability. To gain perspective on this complicated balance we will first learn about the Earth System, climate change, and energy resources. We will then review the geologic processes that formed mineral resources in northern Minnesota and how the exploitation of these resources has impacted local cultures and economies. The last part of the semester will focus on the current debate about mining in northern Minnesota and the broader framework of sustainable energy. 

Through readings and discussions, you will gain an appreciation for the multidisciplinary and multicultural perspectives related to human interactions with our environment, energy needs, and the importance of effective communication.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2232H","Improvisation and Mental Health","Twin Cities","The ability to tolerate ambiguity is essential to mental health. In this course, students will explore this premise by learning the fundamentals of improvisation and discovering how these skills can enrich their lives and make them more flexible, effective, and empathic, both personally and professionally.  
Through dynamic exercises and personal feedback, students will understand how an improvisational mindset can deepen communication skills, reframe negative self-talk, reawaken a sense of play, and strengthen awareness of mind-body connections. At the same time, students will reflect on our experience as a group, one that is guided by improvisational tenets. Our time in class will be primarily experiential, and students will be given the chance to give presentations about various psychological topics—cognitive schemas, positive psychology, mindfulness and its benefits, group development, creativity and cognition, play theory and polyvagal theory, and ethical development—as well as read studies about improvisation and the ways it can guide psychological growth.","2","2","No","1","2","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2241H","Climate Change and Diseases","Twin Cities","Climate Change and Diseases aims to help students understand the basic concepts of climate change and its impact on health. The course will explore the causes and trend, and organismal and ecosystem responses, to climate change and extreme weather, identify the links between climate change and various diseases, and evaluate the challenges and vulnerabilities of different populations to climate-induced health problems. The course will specifically examine a series of topics to demonstrate the impact of the climate change on environment, disease vectors, zoonotic diseases, and their increasing risks for novel emerging epidemics or pandemics. Emphasis will also be placed to assess how the changed climate may have profound impact on food security and nutrition-related illnesses, respiratory and cardiovascular diseases, cancer, mental health, aging, and management of the chronic illnesses that have been critical for global health governance of the modern society. The course will encourage students to contemplate the challenging topics, explore public health strategies to mitigate the negative impact, and prepare students to develop skills for raising public awareness and promoting policy advocacy in building a resilient health system. ","2","2","No","1","2","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2243H","Oppenheimer","Twin Cities","Christopher Nolan’s Oscar-winning movie Oppenheimer raises a number of interesting questions about the life and times of its main subject and offers a range of answers for viewers to choose from. Why was J. Robert Oppenheimer in favor of dropping atomic bombs on Hiroshima and Nagasaki? Why did he not become a spokesperson for those among his fellow physicists opposed to their military use? And why then was he adamantly opposed a few years later to the development of the hydrogen bomb? What about his communist sympathies? In this seminar, we will examine these and other questions as we follow Oppenheimer’s life and career, from his childhood in New York to his studies at Harvard, Cambridge and Göttingen; from his professorship in Berkeley as a US ambassador of quantum mechanics to his leadership role in the Manhattan project in Los Alamos; from being Einstein’s boss at the Institute of Advanced Studies in Princeton and a prominent adviser of the Truman administration on matters concerning nuclear physics and national security to the infamous hearings of 1954 in which he lost his security clearance and the resulting fall from grace during the Eisenhower administration to his eventual partial rehabilitation by presidents Kennedy and Johnson. ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2244H","Brain Medicine for Everyone","Twin Cities","This course is tailored for non-physicians who are interested in exploring brain medicine. It will start with some introduction of brain functionality and a friendly approach to the anatomy of the brain. As we move on with the curriculum a deep understanding of some common brain injury related pathologies will be discussed including concussion, severe brain injury, and dementia. The focus will be around what students need to know regarding basic brain pathologies and how to care for a loved one with brain pathology. 
A discussion to involve diversity and inclusivity with brain care will also be considered throughout this course. Real cases will be introduced to allow the student to use their metacognitive skills and think out loud on how to approach various scenarios.","2","2","No","1","2","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2245H","Faking It","Twin Cities","From charges of election mismanagement to luxury handbags, debates about what is false and what to do about it seem to define our contemporary era. But we have always lived with fakes. What has changed, perhaps, is how we integrate forgery, shams, imitations, and made-up stories into our culture and what they tell us about our values. We’ll think about our current problems and commitments to the authentic and the real by examining ideas, practices, and representations from Europe’s early modern era, a period when notions of what was fake were not yet codified. Our point of departure will be texts, images, and practitioners in theater, literature, art, and history. We will also explore ethical and philosophical debates on representation and authenticity. Who decides what is authentic? Is there an ethical difference between a fake artifact and a false claim? We’ll consider the fabrication of fakery (counterfeiting, forging, special effects) to investigate how we have sorted out truth from false and how we make the difference sometimes very blurry. This course will have a mixture of reading, discussion, guest experts, and experiential learning. Guest researchers will present their research on authenticity and fakery. We will enlist historians of the book, curators, artists, craftspeople, and others whose expertise can help us spot—or craft—a fake. All readings
in English.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2251H","Life Worth Living: What Matters Most?","Twin Cities","What makes a good life? This question is inherent to the human condition, asked by people across generations, professions, and social classes. How can exploring our deeper purpose, values, meaning, and personal development tell us about how to live a good life? This course engages students with diverse approaches to living a meaningful and fulfilling life. From Eastern and Western philosophies, to major religions and spiritual wisdom traditions, as well as modern psychology and behavioral economics, this course provides students with jumping-off points, road maps, and habits of reflection for figuring out where their lives hold meaning and where things might need to change. Through critical readings, class discussions, and reflective assignments, students will learn to articulate and evaluate various life philosophies—as well as try on several different approaches for themselves. By learning from the experiences of diverse others and reflecting on timeless wisdom, Life Worth Living will help you calibrate your life compass to help you chart your life path with purpose and overcome the inevitable obstacles that lay ahead.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2252H","The Talking Dead - Using the Human Body as Forensic Evidence","Twin Cities","The living human body maintains many well-understood physiological functions that remain in homeostasis. But after death, these same physiological functions become chaotic and contribute to the decomposition of a body in somewhat predictable ways. During the semester we will understand how death and the progressive stages of decomposition are used to ""talk"" to scientists and assist them in forensic investigations.

Through a blend of theoretical study and practical application, students will develop a comprehensive understanding of how different disciplines within forensic science contribute to forensic investigations and making determinations regarding time of death, manner of death and cause of death. This seminar combines case studies, guest presentations by forensic experts, and hands-on laboratory exercises. Students will engage in critical analysis of real-world cases and participate in simulated crime scene investigations to apply theoretical knowledge. This course will include an overview of the following topics: 
 
-Ethics in forensic science research
-Taphonomy: understanding how a body changes from the time of death to the time of recovery
-Pathology: understanding how body tissues can be used to indicate cause of death
-Osteology: techniques used to identify individuals based on bone morphology and facial reconstruction
-Odontology: techniques used to identify the identity and geographic origin of an unknown individual.
-Toxicology: analysis of how drugs, poisons and toxins can be identified in tissue
-Chemistry: techniques to identify chemical changes in human tissue following death
-Histology: analysis of techniques used to identify microscopic cause of death 
-Microbiology: techniques used to determine cause and time of death using microbes

We will explore these topics by discussing assigned readings from peer-reviewed journals, videos, and non-fiction writings. Students will be responsible for contributing to daily class discussions, participating in activities, leading daily discussions, and presenting two reviews of an assigned case study. ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2253H","Thinking The Apocalypse: From Revelation to Extinction","Twin Cities","We live, perhaps for the first time in the history of civilizations, in the anticipation of the end, in the sense of eschaton. The end of times haunts us. And this eschatology is no longer Messianic; it is no longer the Pauline “time of the now” and of the imminence of the end. Our anxiety comes instead from scientific calculations of the potential inhabitability of many regions of the world. To be sure, those calculations may be proven wrong, but it is hard to remain indifferent to such risks when formulated by way of science. The world has seen the end of the COVID-19 pandemic, a parenthesis in global history, in which we have experienced for the first time a synchronous and global natural disaster. Never in recorded history has the world been so interconnected by dread of death. Never before have we witnessed the impact of a disease in real time and across the planet, from New York to New Delhi. Sensationalism aside, we have been exposed to human precariousness on a global scale.

This course engages with our age of great derangement through philosophical, religious, literary, and cultural history, from the Biblical prophetic/messianic tradition, to our present time of scientific doomsday predictions regarding the future of the human species. We will read texts from the Book of Revelation and Paul’s Letters to thinkers such as Hans Jonas and Gunther Anders, who have been the most important contributors to the anti-nuclear campaign (Anders) and to environmental awareness (Jonas). We will read novels and watch films that engage with apocalyptic themes such as WWI, the Holocaust, and nuclear war. We will also reflect on millenarian discourse, from the Middle Ages to Hegel’s philosophy of history and modern dystopias that claim that it is desirable to reach the end of history via violence and revolution, and today via transhumanism and human augmentation. 
","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2262H","Classrooms Without Borders: Developing Cultural Competency with Students in China and Russia","Twin Cities","Russia, China, and the USA have complex histories over the last 300 years; never before has it been so important for these countries to understand one another. Within the context of exploring similarities and differences among Russian, Chinese, and US undergraduate students, this course is designed to engage you in the multiple ways of thinking and doing for the expressed purpose of (1)  infusing a global, multicultural, and anti-racist perspective in your undergraduate education and, (2) developing person-to-person international exchanges to broaden your global perspectives through a comparative framework, (3) research an issue with global consequences related to your interest (career, education, or personal) and prepare a public presentation of that topic using a comparative analysis/argumentative synthesis incorporating 2 or 3 counties perspectives, backed up with academic research and international undergraduate students’ perspectives.  

You will virtually engage with undergraduate students in Russia, and China exploring what it means to be a student, what are the shared global concerns, and exploring ways to participate on the world stage. You will be asked to reflect on how your world view influences your thought process and how students with other cultural perspectives may view the same world issue differently. You will have exposure and experiences with international students, international student organizations, and other international-based research, learning, or extracurricular processes and opportunities. This course will prepare you to embrace intercultural competency and its impact on your self-awareness, interactions in social settings, success in university course work, engagement in research projects, and career choices. We will watch and discuss at least one movie each month with participants from each of the countries engaged to compare and contrast approaches to storytelling in Russia, China, and the United States (each country will highlight a movie directed and produced by their country). You will actively be engaged in determining the genre and common theme of the movies. This course is centered on you and your interests.  The heart of the course will be designing and implementing a synchronous 3-Hour Zoom Video Conference with undergraduate students in Russia and China.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2263H","The United States and Antarctica: American Science and Leadership on the Icy Continent","Twin Cities","As the polar regions—the Arctic and Antarctic— “heat up” in more ways than one, understanding them and humanity’s role in them is more important than ever. Antarctica, the ice-covered seventh continent, has been the final terrestrial ""frontier"" of human discovery in the 19th, 20th and 21st centuries and the United States has played an outsized role in exploration, infrastructure, peace, and science during Antarctica’s modern era post-World War II but especially post-International Geophysical Year (1957-present).

This course will explore the costs and benefits of US leadership in Antarctica, both in our rapidly expanding understanding of how Antarctica and its environments function as well as how they exert influence worldwide US logistical investments in Antarctic operations (e.g. naval and aviation) arguably brought an end to the ""heroic"" era of Antarctica exploration, beginning the modern ""scientific"" era and leading the way to establish the Antarctic Treaty System. US capability in Antarctic logistics and science has been maintained over the past seven decades, but will or should this continue in its current form and what is the true justification for this investment: geopolitics or science?","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2318H","Lies, Deception, and Persuasion in the Modern World","Twin Cities","Deception and persuasion are important facets of human communication. This honors seminar will draw on theories of deceit and persuasion to answer questions such as: Why do we lie? Is it easy to tell when someone is lying? How do we use deception to influence others? Is it always wrong to lie? And how has the internet and rise of social media changed the landscape and political impact of persuasion and lies? 

This course will challenge students to reflect on the ethical boundaries of lying and social influence. We will examine lies and persuasion in politics, the consumer marketplace, and in online environments. We will also study the impact of mis- and disinformation campaigns on society and learn strategies to resist deceptive persuasion to become more thoughtful consumers and responsible citizens.
","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Spring"
"HSEM","2321H","What is College For? Exploring the Purpose and Value of American Higher Education","Twin Cities","Recent poll data suggests that many Americans are questioning the value of higher education. For example, 2/3 of those surveyed stated that colleges are stuck in the past and not meeting the needs of today’s students. What is the purpose of college? Should a 4-year degree be accessible to all? Does a college education lead to attaining the “good life?” In this interactive honors seminar, we will address these questions and more. Students will have the opportunity to examine their own objectives as it relates to pursuing higher education and explore important issues impacting higher education (e.g., student debt, access, and admissions). Students will engage in regular reading, writing, and discussion around critical issues in higher education. Small group interaction, presentations, media analysis (e.g., podcasts, films), and ongoing reflection will be features of this seminar. 

The course will be organized around three main units, each guided by a specific question that we will aim to address. Unit 1 will address the question “What is the history of higher education, and what are the reasons for pursuing a degree? Unit II explores: “What are key current topics in higher education that deserve exploration?” As a part of this unit, we will discuss trends and issues that address the mission of higher education, especially post-pandemic. Unit III will examine the question, “How do your own experiences in college align with your own personal and professional objectives?”","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2325H","Fantasy: A Ghastly, Wicked Introduction","Twin Cities","This seminar is a ghastly wicked ride through main genres and formats of fantasy literature for adolescents and young adults. Fantasy is explored as a literature of possibilities and empowerment. The focus is on eight principal genres and on the role of fantasy in nurturing moral imagination, creative thinking, and the human potential.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Spring"
"HSEM","2413H","Insights, Ideas, and Innovation","Twin Cities","This course is designed to introduce students to techniques for discovering everyday problems and fashioning potential solutions to those problems.  Because the course material deals with ideas and idea generation, it is designed to be helpful to many future careers and callings by unlocking individual creative thinking skills.  During the semester we will explore the genesis of ideas and the relationship between deep insight, empathy, consumer problems, ideas, and innovation.  Specific topics to be covered during the semester include the role of insights, ethnography, and discovery techniques; individual and group creativity; the creative process and where ideas come from; innovation and the value thereof; and effective communication of ideas.

This course seeks to provide students with the skills, tools, and mindsets to enable them to discover other people’s problems from which potential solutions might be built.  These solutions include services, products, and potential businesses. ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","2515H","Experiencing Local Environmental Solutions","Twin Cities","This is a topical, field-trip-based course. This seminar will address some of the solutions to the environmental problems that affect our society by examining the science and by experiencing the solutions that are used on campus or in the neighboring community. Each week will focus on a solution to a different environmental issue (see schedule below). We will visit the places designed as environmental solutions, hear from the experts, and discuss the engineering and human aspects of these solutions. We will go to areas of campus that you would normally not visit or be able to visit. The field-trip destinations are accessible by campus bus, city bus, or train. The class will involve weekly reading and writing assignments. There will also be a semester-long, hands-on project to devise a realistic, potential solution to an environmental issue.","2","2","No","1","2","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","2516H","Slow Death by Rubber Duck: Chemicals We Use and Their Effects on the Environment and Us","Twin Cities","We use chemicals every day. We bathe in chemicals. We apply chemicals to our lawn. Chemicals are sprayed to control insects. While chemicals are an important part of modern life, these chemicals wind up in the environment and in our bodies. This seminar will examine how our use of chemicals drives our exposures and ultimately, where these chemicals wind up in the environment and what their impacts are. This seminar is designed for you to look at how you use chemicals in your daily life and how this influences your exposure to chemicals, environmental releases of chemicals, and the impact of chemicals on humans and the environment.","2","2","No","1","3","A-F - A-F Grade Basis","000571","Periodic Spring"
"HSEM","2529H","Scientists as Detectives","Twin Cities","You will probably have been told about ""The Scientific Method"" in middle school and/or in high school. You formulate a hypothesis, derive some prediction, do an experiment to test it, provisionally accept the hypothesis if it passes the test, and reject it when it doesn't. There is broad agreement among professional historians and philosophers of science that science rarely works this way. In this seminar, we explore a different view of science in which scientists work more like detectives, using clues wherever they can find them to come up with explanations for features of the natural world that intrigue them. After studying how Sherlock Holmes solved some of his cases, we study how Copernicus, Newton, Darwin, and Einstein solved some of theirs. You will then form groups to study other celebrated cases of scientific sleuthing, such as continental drift and the asteroid theory of dinosaur extinction.     ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","2540H","Understanding the Russian Land","Twin Cities","Encompassing more than 6.5 million square miles, Russia is an immense and ecologically diverse country. The environment of the frigid and heavily forested heartland of early Russian civilization, as well as that of the ""wild field"" (the Eurasian steppe) on its border, have posed a series of challenges to Russians and have left an indelible mark on modern Russian culture.  In this interdisciplinary seminar, we will study how Russians have conceived of and used nature from the medieval period to the dissolution of the Soviet Union. Articulating a particular approach to nature has been integral to several ideological and cultural projects in Russian history, including the formation of a literary tradition, the establishment of a multi-ethnic empire encompassing several biomes, and the development of a vision of Soviet science conquering and reshaping nature and the world. In the period we will study (the fifteenth century to 1991 Russia) underwent several profound epistemological shifts, and a particular focus of this course will be how the ways Russians created natural knowledge changed over time. Knowledge is power, and we will study how natural knowledge was used to strengthen and expand the state in the medieval, imperial, and Soviet periods. Another major focus of this course is the ravages that nature and humankind have inflicted on one another, and we will study how the environment influenced the development of Russia's form of agricultural slavery, serfdom, as well as the history of environmental degradation, including deforestation, the establishment of heavy industry, and nuclear disaster.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Spring"
"HSEM","2541V","Campus Obscura: A University of Minnesota Cabinet of Curiosity","Twin Cities","This course examines the history of science, technology, and medicine through physical objects - maps, rare books, artifacts, instruments, specimens, manuscripts and considers how they are used to write history, produce public exhibits, and create identities. Short readings will introduce ideas about how experts have used these materials to write history, to produce public exhibits, and to create identities, and the focus of the course will be on objects themselves and having students do research that facilities their understanding of historical context. The University of Minnesota has many significant collections of artifacts and other items that are rich resources for the exploration of historically significant material culture, and continue to shape the University of Minnesota. Students will visit the Wangensteen Historical Library of Biology and Medicine, the Goldstein Museum of Design, the University Archives, the Weisman Art Museum, and the College of Biological Science?s Conservatory, among other sites.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
